"team","season","name","team.1","position","situation","games_played","xGoalsPercentage","corsiPercentage","fenwickPercentage","iceTime","xOnGoalFor","xGoalsFor","xReboundsFor","xFreezeFor","xPlayStoppedFor","xPlayContinuedInZoneFor","xPlayContinuedOutsideZoneFor","flurryAdjustedxGoalsFor","scoreVenueAdjustedxGoalsFor","flurryScoreVenueAdjustedxGoalsFor","shotsOnGoalFor","missedShotsFor","blockedShotAttemptsFor","shotAttemptsFor","goalsFor","reboundsFor","reboundGoalsFor","freezeFor","playStoppedFor","playContinuedInZoneFor","playContinuedOutsideZoneFor","savedShotsOnGoalFor","savedUnblockedShotAttemptsFor","penaltiesFor","penalityMinutesFor","faceOffsWonFor","hitsFor","takeawaysFor","giveawaysFor","lowDangerShotsFor","mediumDangerShotsFor","highDangerShotsFor","lowDangerxGoalsFor","mediumDangerxGoalsFor","highDangerxGoalsFor","lowDangerGoalsFor","mediumDangerGoalsFor","highDangerGoalsFor","scoreAdjustedShotsAttemptsFor","unblockedShotAttemptsFor","scoreAdjustedUnblockedShotAttemptsFor","dZoneGiveawaysFor","xGoalsFromxReboundsOfShotsFor","xGoalsFromActualReboundsOfShotsFor","reboundxGoalsFor","totalShotCreditFor","scoreAdjustedTotalShotCreditFor","scoreFlurryAdjustedTotalShotCreditFor","xOnGoalAgainst","xGoalsAgainst","xReboundsAgainst","xFreezeAgainst","xPlayStoppedAgainst","xPlayContinuedInZoneAgainst","xPlayContinuedOutsideZoneAgainst","flurryAdjustedxGoalsAgainst","scoreVenueAdjustedxGoalsAgainst","flurryScoreVenueAdjustedxGoalsAgainst","shotsOnGoalAgainst","missedShotsAgainst","blockedShotAttemptsAgainst","shotAttemptsAgainst","goalsAgainst","reboundsAgainst","reboundGoalsAgainst","freezeAgainst","playStoppedAgainst","playContinuedInZoneAgainst","playContinuedOutsideZoneAgainst","savedShotsOnGoalAgainst","savedUnblockedShotAttemptsAgainst","penaltiesAgainst","penalityMinutesAgainst","faceOffsWonAgainst","hitsAgainst","takeawaysAgainst","giveawaysAgainst","lowDangerShotsAgainst","mediumDangerShotsAgainst","highDangerShotsAgainst","lowDangerxGoalsAgainst","mediumDangerxGoalsAgainst","highDangerxGoalsAgainst","lowDangerGoalsAgainst","mediumDangerGoalsAgainst","highDangerGoalsAgainst","scoreAdjustedShotsAttemptsAgainst","unblockedShotAttemptsAgainst","scoreAdjustedUnblockedShotAttemptsAgainst","dZoneGiveawaysAgainst","xGoalsFromxReboundsOfShotsAgainst","xGoalsFromActualReboundsOfShotsAgainst","reboundxGoalsAgainst","totalShotCreditAgainst","scoreAdjustedTotalShotCreditAgainst","scoreFlurryAdjustedTotalShotCreditAgainst"
"VAN",2016,"VAN","VAN","Team Level","all",82,0.45,0.48,0.47,298773,2236.72,198.42,154.71,508.72,72.6,1258.06,923.49,190.67,198.01,190.23,2273,843,1124,4240,178,124,36,616,80,927,1191,2095,2938,252,568,2537,1471,503,587,2331,609,176,63.99,74.96,59.46,46,76,56,4188.22,3116,3084.05,384,34.14,30.32,32.11,200.44,199.7,195.61,2527.56,243.68,176.2,562.8,82.43,1418.63,1044.28,236.09,245.66,238.05,2608,920,1034,4562,241,158,47,680,89,1077,1283,2367,3287,259,583,2423,1686,480,618,2600,707,221,76.9,85.77,81.01,70,88,83,4623.13,3528,3571.14,369,38.6,40.14,43.2,239.08,241.26,236.38
"VAN",2016,"VAN","VAN","Team Level","5on5",82,0.46,0.48,0.47,246515,1792.37,142.69,116.96,423.14,58,990.65,756.56,138.57,142.28,138.13,1825,663,912,3400,130,94,26,532,59,710,963,1695,2358,233,523,2009,1387,439,479,1908,469,111,52.34,58.27,32.07,39,61,30,3348.22,2488,2456.05,324,24.15,21.97,23.96,142.87,142.13,140.41,2033.1,168.32,135.36,473.65,66.49,1133.01,857.16,163.61,170.3,165.58,2086,748,861,3695,158,129,33,570,69,837,1071,1928,2676,229,514,1951,1589,415,504,2145,553,136,63.64,67.3,37.38,54,69,35,3756.13,2834,2877.14,322,27.99,27.58,30.1,166.21,168.4,165.79
"VAN",2016,"VAN","VAN","Team Level","4on5",82,0.08,0.1,0.11,21575,38.39,3.37,1.77,5.41,1.15,11.06,32.24,3.37,3.37,3.37,46,9,7,62,2,0,0,7,3,10,33,44,53,2,4,195,37,39,37,42,11,2,1.34,1.47,0.56,0,1,1,62,55,55,36,0.41,0,0,3.78,3.78,3.78,327.71,39.98,30.27,63.87,10.67,208.4,106.81,38.2,39.98,38.2,352,108,126,586,50,24,11,80,15,167,124,302,410,13,26,220,17,9,57,321,101,38,8.27,11.76,19.94,9,12,29,586,460,460,5,7.72,10.03,9.84,37.85,37.85,36.49
"VAN",2016,"VAN","VAN","Team Level","5on4",82,0.87,0.88,0.86,23241,291.35,33.11,27.09,60.65,9.78,189.75,95.62,30.63,33.11,30.63,286,130,142,558,28,25,10,56,16,153,138,258,388,9,19,237,23,8,44,302,78,36,7.39,9.13,16.58,2,8,18,558,416,416,7,6.87,6.42,6.21,33.76,33.76,32.21,48.66,5.06,2.3,6.6,1.38,13.95,37.71,4.95,5.06,4.95,59,8,10,77,4,2,2,5,4,14,38,55,63,7,19,157,63,41,35,50,9,8,1.26,1.27,2.53,2,0,2,77,67,67,32,0.53,0.79,0.79,4.8,4.8,4.78
"PHI",2016,"PHI","PHI","Team Level","other",82,0.54,0.57,0.6,9860,186.15,29.65,13.61,36.29,6.86,102.53,70.05,27.82,29.65,27.82,180,79,67,326,32,17,6,34,8,89,79,148,227,8,21,132,36,28,29,161,62,36,6.35,7.6,15.7,10,2,20,326,259,259,14,3.95,5.16,4.36,29.23,29.23,28.47,125.93,25.37,8.17,22.12,3.98,64.32,50.05,24.93,25.37,24.93,127,47,70,244,24,6,2,26,7,54,57,103,150,7,15,123,40,29,37,93,53,28,3.99,6.45,14.92,1,7,16,244,174,174,22,2.41,2.09,2.09,25.68,25.68,25.29
"PHI",2016,"PHI","PHI","Team Level","all",82,0.52,0.52,0.53,300462,2591.06,245.06,175.77,605.56,86.74,1461.58,1061.29,232.82,244.54,232.29,2585,1051,1326,4962,212,222,48,610,107,1195,1290,2373,3424,314,736,2539,2063,427,736,2682,721,233,76.47,86.3,82.29,58,69,85,4940.53,3636,3622.94,451,39.44,47.79,48.73,235.78,235.34,228.09,2349.79,223.35,156.75,538.76,76.09,1276.61,972.44,216.85,225.12,218.59,2334,910,1309,4553,231,176,33,570,88,989,1190,2103,3013,344,790,2318,2149,562,823,2369,668,207,70.02,81.84,71.48,59,91,81,4573.32,3244,3263.9,530,34.48,38.4,39.08,218.74,220.27,216.4
"PHI",2016,"PHI","PHI","Team Level","5on5",82,0.49,0.51,0.51,240794,1917.56,152.52,121.5,469.64,63.47,1072.23,807.62,148.04,152,147.51,1911,776,1070,3757,128,144,30,477,75,838,1025,1783,2559,278,651,1953,1884,345,576,2053,515,119,58.29,61.46,32.76,43,50,35,3735.53,2687,2673.94,373,24.99,27.96,29.06,148.46,148.01,145.91,1854.26,157.36,117.76,441.92,59.87,998.99,769.12,153.42,159.13,155.15,1838,707,1050,3595,154,135,22,471,66,752,967,1684,2391,309,714,1754,1981,457,652,1901,506,138,56.17,62.46,38.72,45,72,37,3615.32,2545,2564.9,430,24.32,28.61,28.88,152.8,154.33,152.37
"PHI",2016,"PHI","PHI","Team Level","4on5",82,0.1,0.11,0.14,24076,49.08,3.63,2.07,6.11,1.39,13.91,44.89,3.56,3.63,3.56,62,10,4,76,3,2,0,4,1,10,52,59,69,10,25,181,100,41,52,56,13,3,1.25,1.46,0.92,2,0,1,76,72,72,49,0.48,0.41,0.41,3.71,3.71,3.7,314.79,34.57,28.2,67.95,10.7,198.44,106.14,32.5,34.57,32.5,303,143,169,615,44,34,7,66,13,169,120,259,402,14,31,213,33,15,63,315,97,34,7.99,11.38,15.21,10,11,23,615,446,446,9,7.15,7.46,7.25,34.47,34.47,32.96
"PHI",2016,"PHI","PHI","Team Level","5on4",82,0.91,0.89,0.89,25732,438.27,59.25,38.6,93.52,15.01,272.9,138.73,53.41,59.25,53.41,432,186,185,803,49,59,12,95,23,258,134,383,569,18,39,273,43,13,79,412,131,75,10.58,15.77,32.9,3,17,29,803,618,618,15,10.02,14.26,14.9,54.38,54.38,50,54.81,6.05,2.62,6.79,1.55,14.87,47.14,6,6.05,6,66,13,20,99,9,1,2,7,2,14,46,57,70,14,30,228,95,61,71,60,12,7,1.86,1.56,2.63,3,1,5,99,79,79,69,0.6,0.22,0.86,5.79,5.79,5.78
"TOR",2016,"TOR","TOR","Team Level","other",82,0.49,0.54,0.52,10044,168.24,28.35,11.75,31.44,6.07,89.5,61.9,27.07,28.35,27.07,164,65,79,308,24,10,2,25,7,70,93,140,205,12,30,118,33,40,29,115,81,33,4.19,9.91,14.25,5,6,13,308,229,229,17,3.39,3.68,4.51,27.23,27.23,26.35,155.62,29.2,10.42,28.7,5.16,83.19,55.33,25.82,29.2,25.82,141,71,53,265,27,10,5,19,8,70,78,114,185,14,37,131,43,23,28,114,64,34,4.72,7.66,16.82,8,4,15,265,212,212,8,3.09,4.48,4.69,27.6,27.6,24.81
"TOR",2016,"TOR","TOR","Team Level","all",82,0.51,0.5,0.5,299501,2711.98,267.63,180.26,613.81,88.41,1493.98,1113.92,257.17,268.81,258.33,2617,1141,1231,4989,250,167,43,597,96,1212,1436,2367,3508,312,711,2524,1936,732,821,2675,848,235,80.78,103.21,83.65,65,91,94,5020.37,3758,3785.94,504,39.85,42.04,45.39,262.08,262.97,256.98,2738.45,260.46,181.09,633.53,88.94,1510.86,1127.11,249.71,259.98,249.3,2673,1129,1166,4968,234,180,46,553,110,1265,1460,2439,3568,311,710,2537,2256,644,848,2821,735,246,83.63,87.3,89.53,90,65,79,4934.23,3802,3777.64,513,40.17,43.43,44.67,255.96,255.83,248.66
"TOR",2016,"TOR","TOR","Team Level","5on5",82,0.51,0.5,0.5,243158,2117.3,180.63,135.02,501.65,68.57,1166.59,887.53,175.8,181.82,176.95,2028,912,997,3937,169,114,23,507,68,946,1136,1859,2771,266,600,1981,1791,611,654,2174,630,136,67.76,76.09,36.78,53,72,44,3968.37,2940,2967.94,420,27.86,23.01,24.36,184.14,185.02,181.85,2136.78,175.72,135.42,518.37,69.86,1178.03,894.6,170.63,175.24,170.23,2090,882,907,3879,162,138,35,463,81,980,1148,1928,2810,260,590,1979,2089,527,706,2273,549,150,68.04,65.48,42.2,73,52,37,3845.23,2972,2947.64,457,27.96,30.74,31.87,171.81,171.68,168.99
"TOR",2016,"TOR","TOR","Team Level","4on5",82,0.11,0.1,0.12,23921,52.35,6.05,2.42,6.64,1.58,13.88,44.42,5.98,6.05,5.98,62,13,6,81,6,3,1,7,0,7,52,56,69,16,40,196,89,64,59,51,16,8,1.16,2.27,2.62,1,3,2,81,75,75,55,0.56,0.73,0.73,5.89,5.89,5.89,383.33,49.59,32.49,78.71,12.18,232.41,123.61,47.34,49.59,47.34,371,158,192,721,39,31,6,67,18,202,172,332,490,15,36,235,48,15,75,375,98,56,9.62,11.4,28.57,7,7,25,721,529,529,10,8.49,7.95,7.85,50.23,50.23,48.55
"TOR",2016,"TOR","TOR","Team Level","5on4",82,0.9,0.87,0.85,22378,374.09,52.6,31.07,74.08,12.19,224.01,120.06,48.32,52.6,48.32,363,151,149,663,51,40,17,58,21,189,155,312,463,18,41,229,23,17,79,335,121,58,7.66,14.94,30,6,10,35,663,514,514,12,8.02,14.63,15.81,44.82,44.82,42.89,62.73,5.96,2.75,7.74,1.73,17.24,53.58,5.92,5.96,5.92,71,18,14,103,6,1,0,4,3,13,62,65,83,22,47,192,76,79,39,59,24,6,1.26,2.76,1.94,2,2,2,103,89,89,38,0.63,0.26,0.26,6.32,6.32,6.31
"OTT",2016,"OTT","OTT","Team Level","other",82,0.61,0.49,0.52,12525,153.96,27.24,9.24,29.24,5.06,79.18,68.03,26.46,27.24,26.46,160,58,54,272,28,4,1,23,3,61,99,132,190,11,28,154,58,28,28,140,47,31,4.81,5.94,16.49,5,3,20,272,218,218,15,2.62,0.69,0.69,29.18,29.18,28.35,146.43,17.43,10.13,28.54,4.92,82.19,60.78,17.03,17.43,17.03,149,55,83,287,18,4,0,28,5,74,75,131,186,11,28,151,37,29,24,136,54,14,4.96,6.55,5.93,5,6,7,287,204,204,14,2.85,0.78,0.78,19.49,19.49,19.05
"OTT",2016,"OTT","OTT","Team Level","all",82,0.5,0.49,0.49,299637,2421.35,216.45,158.97,568.45,79.47,1337.16,1019.49,208.44,216.64,208.69,2464,916,1212,4592,206,188,30,550,77,1044,1315,2258,3174,335,774,2549,2114,537,791,2609,570,201,71.65,69.8,75,75,63,68,4587.67,3380,3383.14,495,34.96,40.2,41.25,210.18,210.67,206.68,2494.48,213.47,169.88,582.52,83.07,1415.66,1048.39,206.81,213.97,207.31,2467,1046,1352,4865,210,163,27,573,99,1180,1288,2257,3303,339,780,2452,1809,525,787,2688,644,181,77.9,76.72,58.86,87,65,58,4877.67,3513,3523.72,486,37.21,33.01,33.36,217.32,217.51,212.89
"OTT",2016,"OTT","OTT","Team Level","5on5",82,0.49,0.49,0.49,240063,1882.78,147.25,118.77,461.87,61.71,1033.97,792.44,142.48,147.44,142.73,1925,691,979,3595,135,149,24,447,57,799,1029,1790,2481,294,682,1960,1968,440,625,2048,447,121,56.39,55.12,35.74,59,52,24,3590.67,2616,2619.14,422,24.48,31.54,31.98,139.76,140.24,138.01,1955.44,150.85,127.3,474.04,64.46,1100.56,829.78,147.1,151.36,147.61,1919,828,1062,3809,142,128,21,468,83,896,1030,1777,2605,290,670,1860,1673,429,635,2159,470,118,62.3,56.42,32.13,66,44,32,3821.67,2747,2757.72,409,26.22,23.6,24.61,152.47,152.66,150.31
"OTT",2016,"OTT","OTT","Team Level","4on5",82,0.12,0.14,0.15,23502,60.2,5.34,2.58,8.05,1.69,16.57,50.76,5.25,5.34,5.25,62,23,23,108,5,2,0,4,2,20,52,57,80,9,21,211,68,49,53,65,12,8,1.6,1.39,2.35,2,2,1,108,85,85,50,0.61,0.55,0.55,5.39,5.39,5.33,337.07,39.52,29.62,73.08,12,217.4,113.38,37.12,39.52,37.12,332,153,196,681,47,28,5,67,10,191,142,285,438,21,45,223,35,18,80,338,106,41,9.07,11.96,18.48,15,14,18,681,485,485,18,7.49,7.68,7.02,40,40,38.2
"OTT",2016,"OTT","OTT","Team Level","5on4",82,0.87,0.88,0.86,23547,324.41,36.62,28.39,69.29,11.01,207.44,108.25,34.25,36.62,34.25,317,144,156,617,38,33,5,76,15,164,135,279,423,21,43,224,20,20,85,356,64,41,8.85,7.34,20.43,9,6,23,617,461,461,8,7.25,7.42,8.02,35.86,35.86,34.98,55.55,5.66,2.83,6.85,1.7,15.51,44.45,5.55,5.66,5.55,67,10,11,88,3,3,1,10,1,19,41,64,74,17,37,218,64,49,48,55,14,8,1.56,1.78,2.32,1,1,1,88,77,77,45,0.65,0.95,0.95,5.37,5.37,5.34
"FLA",2015,"FLA","FLA","Team Level","other",82,0.59,0.53,0.54,12153,173.54,41.02,12,29.63,6.39,94.02,61.01,37.53,41.02,37.53,178,67,69,314,30,13,3,35,8,86,73,148,215,15,31,183,40,33,33,125,62,58,4.68,7.91,28.43,4,4,22,314,245,245,19,3.5,4.54,6.07,38.45,38.45,36.01,151.54,28.38,10.68,28.13,5.44,84.35,54.03,27,28.38,27,150,61,67,278,24,6,1,36,11,65,69,126,187,8,19,152,55,25,27,109,66,36,3.78,8.26,16.34,4,4,16,278,211,211,11,3.17,1.68,1.68,29.87,29.87,28.6
"FLA",2015,"FLA","FLA","Team Level","all",82,0.5,0.49,0.49,299174,2318.51,223.77,158.05,516.1,75.82,1293.45,947.89,213.07,224.76,214.08,2360,856,888,4104,232,158,30,590,90,969,1177,2128,2984,342,769,2548,1910,506,610,2362,651,203,71.77,77.41,74.58,69,99,64,4145.16,3216,3240.98,308,35.06,34.2,38.54,220.28,221.45,215.1,2366.9,221.17,160.52,542.22,79.24,1326.9,984.96,210.84,220.17,209.8,2419,896,942,4257,200,153,28,644,101,967,1250,2219,3115,343,783,2540,2025,494,623,2508,588,219,69.88,71.94,79.34,51,73,76,4214.72,3315,3291.71,326,35.65,36,39.61,217.18,216.06,210.25
"FLA",2015,"FLA","FLA","Team Level","5on5",82,0.49,0.49,0.49,236441,1767.58,141.47,114.56,410.29,56.82,980,747.86,137.4,142.46,138.41,1802,649,658,3109,160,114,21,462,68,714,933,1642,2291,293,667,1861,1772,409,456,1872,473,106,56.25,55.61,29.61,55,79,26,3150.16,2451,2475.98,238,23.61,22.62,25.08,139.99,141.16,139.31,1830.82,145.36,118.62,436.37,60.79,1018.54,778.33,139.49,144.37,138.44,1849,709,720,3278,125,118,21,502,74,747,992,1724,2433,305,701,1930,1826,393,513,2000,427,131,56.24,51.89,37.23,40,55,30,3235.72,2558,2534.71,274,24.46,27.09,29.9,139.91,138.78,136.66
"FLA",2015,"FLA","FLA","Team Level","4on5",82,0.08,0.09,0.1,24762,37.77,3.75,1.74,5.46,1.16,11.33,27.55,3.74,3.75,3.74,37,14,12,63,3,1,0,9,0,5,33,34,48,14,31,234,62,52,52,36,10,5,1.23,1.25,1.27,2,0,1,63,51,51,45,0.4,0.15,0.15,3.99,3.99,3.99,335.2,42.56,28.78,71.53,11.61,209.66,110.85,39.66,42.56,39.66,365,110,140,615,47,27,6,93,14,147,147,318,428,15,33,245,40,14,48,351,78,46,8.65,9.72,24.18,7,11,29,615,475,475,10,7.45,6.67,7.47,42.54,42.54,40.16
"FLA",2015,"FLA","FLA","Team Level","5on4",82,0.89,0.88,0.87,25818,339.62,37.53,29.75,70.71,11.44,208.09,111.47,34.4,37.53,34.4,343,126,149,618,39,30,6,84,14,164,138,304,430,20,40,270,36,12,69,329,106,34,9.61,12.64,15.28,8,16,15,618,469,469,6,7.55,6.9,7.24,37.85,37.85,35.79,49.35,4.87,2.42,6.19,1.4,14.36,41.75,4.71,4.87,4.71,55,16,15,86,4,2,0,13,2,8,42,51,67,15,30,213,104,62,35,48,17,6,1.21,2.06,1.6,0,3,1,86,71,71,31,0.56,0.56,0.56,4.86,4.86,4.82
"L.A",2015,"L.A","L.A","Team Level","other",82,0.48,0.49,0.49,9613,143.46,24.92,9.26,28.59,4.61,70.67,56.96,23.34,24.92,23.34,145,50,63,258,32,10,2,26,4,62,61,113,163,4,8,152,55,16,35,114,48,33,4.56,5.77,14.59,9,8,15,258,195,195,20,2.64,3.6,3.63,23.93,23.93,22.98,143.15,27.2,10.56,26.45,4.91,79.72,52.23,25.64,27.2,25.64,133,69,63,265,20,20,0,24,6,64,68,113,182,6,12,140,45,14,34,116,45,41,4.81,5.91,16.48,3,8,9,265,202,202,19,3.19,5.22,5.22,25.17,25.17,24.06
"L.A",2015,"L.A","L.A","Team Level","all",82,0.52,0.55,0.55,299077,2753.69,234.37,184.07,650.95,89.88,1551.13,1136.59,225.88,235.81,227.26,2625,1222,1286,5133,223,200,31,634,104,1305,1381,2402,3624,344,806,2534,2495,347,728,2985,643,219,82.53,76.89,74.95,79,74,70,5176.89,3847,3872.32,495,40.45,39.12,40.66,234.16,235.43,230.36,2291.39,216.17,157.66,527.36,73.97,1268.45,929.47,207.52,215.5,206.9,2255,919,1027,4201,192,186,25,525,81,990,1200,2063,2982,301,696,2483,2197,363,704,2353,603,218,66.23,72.97,76.96,67,62,63,4169.05,3174,3154.66,469,35.43,41.9,42.25,209.34,208.86,204.15
"L.A",2015,"L.A","L.A","Team Level","5on5",82,0.55,0.56,0.56,240356,2186.1,164.22,139.4,534,71.26,1228.16,919.96,159.43,165.66,160.83,2067,990,1030,4087,141,149,23,521,87,1042,1117,1926,2916,311,727,1909,2268,283,575,2428,499,130,67.22,59.86,37.14,55,58,28,4130.89,3057,3082.32,411,28.71,28.79,30.29,162.64,163.91,161.4,1726.4,136.14,110.04,415.96,55.13,941.81,723.92,131.69,135.46,131.08,1712,671,778,3161,121,119,16,430,61,719,933,1591,2262,264,619,1916,2028,310,559,1832,437,114,51.34,52.6,32.2,57,41,23,3129.05,2383,2363.66,397,22.71,26.36,26.7,132.13,131.63,129.71
"L.A",2015,"L.A","L.A","Team Level","4on5",82,0.08,0.09,0.1,26578,43.1,4.11,2.11,5.64,1.22,12.37,32.55,4.06,4.11,4.06,48,10,14,72,5,2,2,9,1,10,31,43,53,17,34,223,131,36,59,41,13,4,1.26,1.82,1.03,1,3,1,72,58,58,57,0.48,0.45,0.45,4.14,4.14,4.14,384.21,49.24,35.09,79.92,12.89,235.6,125.26,46.65,49.24,46.65,375,163,170,708,49,46,9,68,12,199,164,326,489,25,50,265,35,12,66,369,109,60,8.99,12.98,27.27,6,12,31,708,538,538,9,9.08,9.97,9.97,48.35,48.35,46.71
"L.A",2015,"L.A","L.A","Team Level","5on4",82,0.92,0.91,0.91,22530,381.02,41.12,33.3,82.71,12.81,239.93,127.13,39.05,41.12,39.05,365,172,179,716,45,39,4,78,12,191,172,320,492,12,37,250,41,12,59,402,83,52,9.49,9.44,22.18,14,5,26,716,537,537,7,8.61,6.28,6.28,43.45,43.45,41.86,37.63,3.6,1.97,5.03,1.03,11.33,28.05,3.53,3.6,3.53,35,16,16,67,2,1,0,3,2,8,35,33,49,6,15,162,89,27,45,36,12,3,1.1,1.48,1.02,1,1,0,67,51,51,44,0.46,0.36,0.36,3.69,3.69,3.69
"T.B",2015,"T.B","T.B","Team Level","other",82,0.48,0.5,0.51,12929,151.04,30.98,11.06,26.35,4.94,84.15,52.51,29.51,30.98,29.51,148,62,63,273,33,11,4,27,5,69,65,115,177,7,12,143,44,25,35,114,58,38,4.52,7.25,19.21,3,11,19,273,210,210,16,3.2,3.46,3.46,30.72,30.72,29.42,143.23,33.06,9.94,25.33,4.88,77.84,53.95,32.28,33.06,32.28,144,61,70,275,27,10,2,20,6,71,71,117,178,4,4,139,57,25,32,106,53,46,4.3,6.65,22.11,5,4,18,275,205,205,16,2.79,3,3,32.85,32.85,32.35
"T.B",2015,"T.B","T.B","Team Level","all",82,0.51,0.51,0.51,298004,2410.98,214.57,167.55,550.74,79.24,1377.88,1007.02,205.88,215.59,206.88,2403,994,1154,4551,224,162,37,587,80,1104,1240,2179,3173,330,723,2372,1682,470,679,2574,636,187,73.9,74.47,66.19,73,74,77,4578.21,3397,3420.63,351,37.01,33.73,35.04,216.54,217.44,212.17,2349.92,208.53,163.69,542.88,76.41,1348.13,981.42,201.47,208.1,201.07,2367,955,1027,4349,198,143,27,543,60,1095,1283,2169,3124,346,757,2421,2057,528,554,2550,598,174,71.53,71.95,65.05,73,69,56,4330.81,3322,3311.55,311,36.23,30.18,30.69,214.01,213.55,208.93
"T.B",2015,"T.B","T.B","Team Level","5on5",82,0.52,0.52,0.52,233215,1872.1,141.49,123.59,447.33,61.77,1061.47,803.34,137.73,142.52,138.73,1872,767,918,3557,150,130,26,473,65,841,980,1722,2489,286,634,1811,1512,371,494,2061,476,102,59.34,55.14,27.01,62,52,36,3584.21,2639,2662.63,283,25.39,24.63,25.93,140.95,141.85,139.8,1759.83,130.49,115.93,424.67,57.35,1003.26,748.36,127.17,130.06,126.77,1776,705,776,3257,126,95,18,438,46,784,992,1650,2355,307,682,1778,1866,431,405,1958,444,79,55.37,53.43,21.69,57,49,20,3238.81,2481,2470.55,259,23.78,19.04,19.67,134.54,134.07,132.1
"T.B",2015,"T.B","T.B","Team Level","4on5",82,0.08,0.08,0.09,25364,40.27,3.59,1.69,5.22,1.14,11.34,35.02,3.58,3.59,3.58,46,12,6,64,6,0,0,5,3,10,34,40,52,11,25,195,87,50,44,46,8,4,1.24,1,1.36,1,2,3,64,58,58,37,0.4,0,0,3.99,3.99,3.97,392.82,40.98,35.56,85.81,12.68,251.03,131.94,38.03,40.98,38.03,387,171,168,726,39,38,7,77,8,219,177,348,519,18,37,268,37,18,82,428,83,47,10.47,9.86,20.65,10,12,17,726,558,558,6,9.15,8.15,8.02,42.1,42.1,39.99
"T.B",2015,"T.B","T.B","Team Level","5on4",82,0.91,0.88,0.86,26496,347.58,38.5,31.21,71.84,11.39,220.91,116.14,35.07,38.5,35.07,337,153,167,657,35,21,7,82,7,184,161,302,455,26,52,223,39,24,106,353,94,43,8.8,11.08,18.62,7,9,19,657,490,490,15,8.02,5.65,5.65,40.87,40.87,38.97,54.05,4,2.27,7.06,1.5,16,47.18,3.98,4,3.98,60,18,13,91,6,0,0,8,0,21,43,54,72,17,34,236,97,54,35,58,18,2,1.39,2.01,0.59,1,4,1,91,78,78,30,0.52,0,0,4.52,4.52,4.5
"S.J",2015,"S.J","S.J","Team Level","other",82,0.53,0.52,0.55,10426,158.24,33.96,12.09,29.11,6.01,91.22,55.67,31.79,33.96,31.79,153,76,63,292,33,16,3,31,7,81,61,120,196,3,6,132,39,23,42,121,58,50,4.65,7.14,22.17,2,7,24,292,229,229,21,3.51,3.64,4,33.4,33.4,31.81,135.69,29.65,9.39,23.92,4.37,71.41,48.27,28.29,29.65,28.29,141,46,81,268,29,15,0,32,3,52,56,112,158,8,19,128,36,25,24,103,42,42,3.56,4.98,21.12,2,4,23,268,187,187,11,2.63,4.35,4.6,27.67,27.67,27.13
"S.J",2015,"S.J","S.J","Team Level","all",82,0.55,0.52,0.53,298554,2470.65,243.63,177.1,566.76,83.99,1424.61,1008.97,233.72,244.45,234.51,2491,1015,1216,4722,237,169,39,604,75,1138,1283,2254,3269,287,667,2472,1686,593,931,2566,710,230,74.74,85.91,82.98,66,82,89,4737.25,3506,3519.39,440,39.28,39.05,41.81,241.03,241.64,235.4,2235.39,203.03,151.36,516.04,73.69,1250.59,920.28,196.58,202.87,196.42,2245,870,1292,4407,207,154,33,521,66,993,1174,2038,2908,324,754,2404,1960,498,817,2380,540,195,65.44,64.77,72.82,70,51,86,4390.16,3115,3105.09,437,33.55,34.12,36.2,200.38,199.93,196.37
"S.J",2015,"S.J","S.J","Team Level","5on5",82,0.55,0.52,0.53,240804,1906.93,159.1,129.96,455.01,63.72,1088.14,801.07,154.04,159.92,154.84,1913,784,966,3663,147,124,26,486,57,864,1019,1766,2550,251,596,1872,1545,497,761,2030,546,121,58.51,66.2,34.39,52,60,35,3678.25,2697,2710.39,382,26.81,27.51,29.24,156.66,157.27,154.83,1723.22,128.11,110.45,415.7,56.24,961.81,722.69,125.02,127.95,124.85,1718,677,1030,3425,133,98,22,415,49,763,937,1585,2262,286,672,1847,1837,412,679,1892,411,92,52.37,49.64,26.09,59,42,32,3408.16,2395,2385.09,378,22.71,19.61,21.24,129.58,129.12,127.7
"S.J",2015,"S.J","S.J","Team Level","4on5",82,0.08,0.09,0.11,21855,38.94,3.64,1.91,5.52,1.21,11.6,31.11,3.62,3.64,3.62,42,13,7,62,6,3,0,7,0,7,32,36,49,14,31,178,73,49,37,41,10,4,1.1,1.33,1.21,2,2,2,62,55,55,32,0.45,0.27,0.27,3.83,3.83,3.82,320.47,40.92,29.14,68.46,11.36,200.41,103.71,38.94,40.92,38.94,323,131,162,616,39,39,11,65,9,167,135,284,415,16,35,230,34,28,75,320,77,57,7.81,8.85,24.26,6,3,30,616,454,454,11,7.65,9.79,10,38.58,38.58,37
"S.J",2015,"S.J","S.J","Team Level","5on4",82,0.92,0.88,0.87,25469,366.53,46.94,33.13,77.12,13.05,233.65,121.12,44.25,46.94,44.25,383,142,180,705,51,26,10,80,11,186,171,332,474,19,34,290,29,24,91,374,96,55,10.47,11.25,25.23,10,13,28,705,525,525,5,8.5,7.64,8.3,47.14,47.14,44.94,56.01,4.36,2.37,7.97,1.73,16.96,45.62,4.33,4.36,4.33,63,16,19,98,6,2,0,9,5,11,46,57,73,14,28,199,53,33,39,65,10,4,1.7,1.31,1.34,3,2,1,98,79,79,37,0.55,0.36,0.36,4.55,4.55,4.54
