"team","season","name","team.1","position","situation","games_played","xGoalsPercentage","corsiPercentage","fenwickPercentage","iceTime","xOnGoalFor","xGoalsFor","xReboundsFor","xFreezeFor","xPlayStoppedFor","xPlayContinuedInZoneFor","xPlayContinuedOutsideZoneFor","flurryAdjustedxGoalsFor","scoreVenueAdjustedxGoalsFor","flurryScoreVenueAdjustedxGoalsFor","shotsOnGoalFor","missedShotsFor","blockedShotAttemptsFor","shotAttemptsFor","goalsFor","reboundsFor","reboundGoalsFor","freezeFor","playStoppedFor","playContinuedInZoneFor","playContinuedOutsideZoneFor","savedShotsOnGoalFor","savedUnblockedShotAttemptsFor","penaltiesFor","penalityMinutesFor","faceOffsWonFor","hitsFor","takeawaysFor","giveawaysFor","lowDangerShotsFor","mediumDangerShotsFor","highDangerShotsFor","lowDangerxGoalsFor","mediumDangerxGoalsFor","highDangerxGoalsFor","lowDangerGoalsFor","mediumDangerGoalsFor","highDangerGoalsFor","scoreAdjustedShotsAttemptsFor","unblockedShotAttemptsFor","scoreAdjustedUnblockedShotAttemptsFor","dZoneGiveawaysFor","xGoalsFromxReboundsOfShotsFor","xGoalsFromActualReboundsOfShotsFor","reboundxGoalsFor","totalShotCreditFor","scoreAdjustedTotalShotCreditFor","scoreFlurryAdjustedTotalShotCreditFor","xOnGoalAgainst","xGoalsAgainst","xReboundsAgainst","xFreezeAgainst","xPlayStoppedAgainst","xPlayContinuedInZoneAgainst","xPlayContinuedOutsideZoneAgainst","flurryAdjustedxGoalsAgainst","scoreVenueAdjustedxGoalsAgainst","flurryScoreVenueAdjustedxGoalsAgainst","shotsOnGoalAgainst","missedShotsAgainst","blockedShotAttemptsAgainst","shotAttemptsAgainst","goalsAgainst","reboundsAgainst","reboundGoalsAgainst","freezeAgainst","playStoppedAgainst","playContinuedInZoneAgainst","playContinuedOutsideZoneAgainst","savedShotsOnGoalAgainst","savedUnblockedShotAttemptsAgainst","penaltiesAgainst","penalityMinutesAgainst","faceOffsWonAgainst","hitsAgainst","takeawaysAgainst","giveawaysAgainst","lowDangerShotsAgainst","mediumDangerShotsAgainst","highDangerShotsAgainst","lowDangerxGoalsAgainst","mediumDangerxGoalsAgainst","highDangerxGoalsAgainst","lowDangerGoalsAgainst","mediumDangerGoalsAgainst","highDangerGoalsAgainst","scoreAdjustedShotsAttemptsAgainst","unblockedShotAttemptsAgainst","scoreAdjustedUnblockedShotAttemptsAgainst","dZoneGiveawaysAgainst","xGoalsFromxReboundsOfShotsAgainst","xGoalsFromActualReboundsOfShotsAgainst","reboundxGoalsAgainst","totalShotCreditAgainst","scoreAdjustedTotalShotCreditAgainst","scoreFlurryAdjustedTotalShotCreditAgainst"
"CHI",2016,"CHI","CHI","Team Level","5on5",82,0.49,0.5,0.5,246265,1952.17,157.41,130.49,454.71,63.32,1091.04,812.03,153.2,158.65,154.38,2016,693,1065,3774,164,127,26,488,75,808,1047,1852,2545,215,476,1797,1097,528,653,2112,471,126,62.63,59.16,35.62,62,75,27,3799.63,2709,2728.17,472,26.86,29.07,30.52,153.75,154.79,152.91,1959.05,161.16,129.89,466.78,64.47,1081.27,811.43,154.91,161.03,154.75,2046,669,996,3711,138,168,29,408,76,845,1080,1908,2577,238,534,1972,2036,529,594,2068,504,143,58.61,61.34,41.21,54,47,37,3683.43,2715,2697.53,422,26.83,35.45,37.3,150.69,150.18,147.64
"CHI",2016,"CHI","CHI","Team Level","4on5",82,0.06,0.06,0.06,19998,23.12,2.35,1.11,3.02,0.65,6.33,17.56,2.33,2.35,2.33,30,1,9,40,0,1,0,5,0,4,21,30,31,5,10,143,44,34,57,22,5,4,0.65,0.71,0.99,0,0,0,40,31,31,56,0.26,0.28,0.28,2.33,2.33,2.31,318.12,36.92,28.21,67.57,10.75,200.21,105.35,35.02,36.92,35.02,324,125,151,600,42,32,13,59,10,160,146,282,407,11,20,206,21,10,45,333,75,41,8.27,8.87,19.78,8,7,27,600,449,449,4,7.11,10.38,10.38,33.65,33.65,32.7
"CHI",2016,"CHI","CHI","Team Level","5on4",82,0.88,0.86,0.84,22400,289.01,31.68,26.45,59.18,8.97,177.55,94.17,30.35,31.68,30.35,310,88,157,555,37,28,4,63,5,139,126,273,361,13,26,190,27,18,42,305,60,33,7.92,7.1,16.65,10,8,19,555,398,398,3,6.81,4.58,5.06,33.42,33.42,32.51,55.47,4.48,2.45,7.63,1.58,16.96,42.89,4.48,4.48,4.48,62,14,17,93,7,1,1,8,2,4,54,55,69,6,12,175,66,54,47,61,7,8,1.85,0.8,1.83,2,2,3,93,76,76,43,0.57,0.01,0.01,5.04,5.04,5.04
"NYI",2016,"NYI","NYI","Team Level","other",82,0.57,0.47,0.48,8906,121.92,26.73,8.52,22.25,4.83,66.54,47.18,25.25,26.73,25.25,122,55,57,234,25,11,3,18,8,50,65,97,152,11,25,116,38,28,27,94,50,33,3.56,5.81,17.36,8,5,12,234,177,177,11,2.57,2.11,2.23,27,27,26.13,138.05,20.17,9.69,26.11,5.29,78.25,54.49,19.67,20.17,19.67,140,54,65,259,23,5,2,27,9,66,64,117,171,7,17,109,35,20,23,132,39,23,4.67,4.86,10.63,10,2,11,259,194,194,10,2.76,2.24,1.45,21.48,21.48,21.06
"NYI",2016,"NYI","NYI","Team Level","all",82,0.49,0.48,0.48,298717,2410.14,229.05,164.88,561.86,82.89,1339.4,1017.98,221.57,230.35,222.83,2480,917,1179,4576,239,166,45,611,99,1011,1271,2241,3158,275,608,2261,2126,569,808,2567,602,228,73.11,72.81,83.13,96,60,83,4591.24,3397,3417.75,448,36.39,40.08,42,223.37,224.49,220.01,2619.72,235.81,179.54,604.09,87.63,1485.51,1096.43,227.3,235.85,227.34,2616,1073,1363,5052,238,154,41,614,108,1165,1411,2378,3451,278,611,2480,1735,653,764,2819,669,201,83.05,81.35,71.42,88,74,76,5039.39,3689,3675.4,390,39.13,37.21,38.64,236.29,236.21,230.32
"NYI",2016,"NYI","NYI","Team Level","5on5",82,0.49,0.48,0.48,245978,1931.99,159.04,125.04,468.12,66.21,1066.47,831.13,154.86,160.35,156.12,1997,719,981,3697,178,127,35,524,69,783,1035,1819,2538,240,532,1760,1970,477,681,2112,462,142,60.74,56.42,41.89,82,50,46,3712.24,2716,2736.75,392,25.75,30.27,32.06,152.73,153.85,151.55,2089.28,167.18,138.19,499.36,69.17,1177.26,888.84,162.81,167.22,162.85,2077,863,1101,4041,171,123,31,517,79,915,1136,1906,2769,243,533,1989,1609,545,651,2288,530,122,67.85,63.99,35.35,68,63,40,4028.39,2940,2926.4,355,28.36,27.14,28.46,167.09,166.99,164.52
"NYI",2016,"NYI","NYI","Team Level","4on5",82,0.12,0.1,0.12,22546,45.3,5.57,2.29,5.96,1.36,12.24,37.59,5.41,5.57,5.41,55,10,11,76,5,3,1,4,3,10,40,50,60,5,10,169,91,49,38,45,10,10,1.13,1.31,3.13,2,0,3,76,65,65,35,0.52,0.82,0.82,5.28,5.28,5.26,340.3,42.73,29.05,71.25,11.69,214.78,115.49,39.25,42.73,39.25,346,139,183,668,38,24,7,61,19,176,167,308,447,9,20,217,19,20,66,349,90,46,9.05,11.02,22.67,7,8,23,668,485,485,5,7.4,7.17,8.08,42.06,42.06,39.07
"NYI",2016,"NYI","NYI","Team Level","5on4",82,0.87,0.87,0.86,21287,310.94,37.69,29.02,65.53,10.49,194.16,102.09,36.05,37.69,36.05,306,133,130,569,31,25,6,65,19,168,131,275,408,19,41,216,27,15,62,316,80,43,7.68,9.26,20.75,4,5,22,569,439,439,10,7.55,6.88,6.88,38.36,38.36,37.08,52.09,5.73,2.61,7.36,1.48,15.22,37.6,5.57,5.73,5.57,53,17,14,84,6,2,1,9,1,8,44,47,64,19,41,165,72,68,24,50,10,10,1.48,1.48,2.77,3,1,2,84,70,70,20,0.61,0.66,0.66,5.68,5.68,5.66
"FLA",2016,"FLA","FLA","Team Level","other",82,0.46,0.54,0.53,15116,171.4,25.5,11.41,32.74,6.2,94.83,65.3,23.73,25.5,23.73,169,67,74,310,26,4,2,34,8,79,85,143,210,7,17,154,56,45,37,154,51,31,5.75,6.38,13.38,8,6,12,310,236,236,13,3.22,1.55,2.29,26.43,26.43,24.86,152.96,29.73,10.26,27.76,5.37,81.04,57.89,27.95,29.73,27.95,161,52,53,266,27,14,2,31,8,59,74,134,186,10,23,151,35,38,33,121,57,35,4.39,7.02,18.32,6,6,15,266,213,213,9,2.92,3.53,4.18,28.41,28.41,27.21
"FLA",2016,"FLA","FLA","Team Level","all",82,0.49,0.52,0.51,300446,2571.78,225.95,169.93,584.01,86.47,1457.95,1093.7,217.56,226.21,217.83,2644,974,1051,4669,205,189,43,673,105,1071,1375,2439,3413,331,737,2384,1665,643,786,2805,624,189,82.58,74.01,69.36,70,71,64,4661.43,3618,3616.1,403,37.51,39.53,42.89,220.57,220.74,214.89,2452.7,236.99,165.7,556.66,82.19,1376.55,1025.98,227.16,238.16,228.28,2596,849,919,4364,231,209,44,618,82,1004,1301,2365,3214,347,772,2590,1477,582,729,2531,686,228,74.47,80.57,81.95,77,76,78,4386.64,3445,3461.78,386,36.39,48.96,49.94,223.37,224.19,219.3
"FLA",2016,"FLA","FLA","Team Level","5on5",82,0.47,0.51,0.5,236421,1927.41,145.16,122.36,456.78,64.83,1089.89,838.98,141.11,145.42,141.38,1982,736,799,3517,130,145,30,527,80,778,1058,1852,2588,288,648,1781,1525,531,617,2175,438,105,64.65,52.02,28.49,49,53,28,3509.43,2718,2716.1,336,25.05,26.51,28.46,141.75,141.93,139.73,1924.69,161.13,124.82,455.98,64.23,1074.97,818.87,155.57,162.3,156.69,2041,659,747,3447,161,173,34,495,62,775,1034,1880,2539,301,677,1955,1334,461,573,2041,522,137,60.17,60.61,40.36,63,60,38,3469.64,2700,2716.77,331,25.74,38.83,39.16,147.7,148.53,146.49
"FLA",2016,"FLA","FLA","Team Level","4on5",82,0.12,0.16,0.16,23634,64.02,5.51,2.97,8.37,1.84,19.13,51.18,5.48,5.51,5.48,72,17,17,106,7,2,1,12,1,18,49,65,82,18,36,191,57,57,45,65,21,3,2.07,2.59,0.84,3,2,2,106,89,89,42,0.69,0.35,0.35,5.84,5.84,5.83,323.27,38.98,27.67,65.73,11.11,206.39,110.11,36.59,38.98,36.59,331,129,110,570,35,18,8,83,11,152,161,296,425,23,46,240,28,24,86,329,89,42,8.85,10.45,19.68,7,7,21,570,460,460,13,7.06,5.77,5.77,40.28,40.28,38.65
"FLA",2016,"FLA","FLA","Team Level","5on4",82,0.87,0.9,0.89,25275,408.95,49.78,33.17,86.12,13.59,254.11,138.24,47.25,49.78,47.25,421,154,161,736,42,38,10,100,16,196,183,379,533,18,36,258,27,10,87,411,114,50,10.11,13.02,26.65,10,10,22,736,575,575,12,8.55,11.11,11.79,46.54,46.54,44.47,51.77,7.14,2.93,7.19,1.48,14.15,39.1,7.04,7.14,7.04,63,9,9,81,8,4,0,9,1,18,32,55,64,13,26,244,80,59,37,40,18,14,1.05,2.5,3.59,1,3,4,81,72,72,33,0.67,0.83,0.83,6.98,6.98,6.95
"CBJ",2016,"CBJ","CBJ","Team Level","other",82,0.48,0.48,0.48,12173,151,25.58,10.14,28.93,4.88,77.32,59.15,23.96,25.58,23.96,161,45,68,274,30,14,2,23,11,52,76,131,176,8,16,123,42,30,28,120,53,33,4.61,6.45,14.51,8,7,15,274,206,206,15,2.85,3.47,3.47,24.96,24.96,23.69,161.49,27.27,11.52,30.09,5.64,93.27,55.2,26.54,27.27,26.54,158,65,77,300,26,6,0,35,10,73,73,132,197,5,10,148,33,28,33,137,53,33,5.27,6.82,15.17,7,6,13,300,223,223,15,3.21,1.34,1.34,29.14,29.14,28.48
"CBJ",2016,"CBJ","CBJ","Team Level","all",82,0.51,0.5,0.5,298181,2489.92,234.79,169.8,571.99,79.55,1354.1,1009.78,224.73,236.52,226.42,2541,879,1145,4565,247,186,40,551,158,986,1292,2294,3173,294,666,2402,1654,517,536,2507,694,219,71.69,86,77.1,91,85,71,4616.74,3420,3455.26,273,37.02,43.44,43.96,227.85,229.52,223.49,2513.41,227.18,171.48,580.74,82.53,1393.2,1010.88,219.8,227.33,219.89,2489,977,1179,4645,193,190,29,603,195,1031,1254,2296,3273,286,639,2537,1431,433,602,2564,689,213,72.93,83.03,71.23,66,63,64,4605.61,3466,3445.39,305,37.68,38.08,39.7,225.17,224.86,220.08
"CBJ",2016,"CBJ","CBJ","Team Level","5on5",82,0.51,0.5,0.5,243391,2022.68,163.97,131.28,483.29,64.57,1103.49,829.41,158.69,165.7,160.37,2057,719,945,3721,170,139,28,485,126,797,1059,1887,2606,264,604,1937,1539,431,444,2103,546,127,59.89,67.67,36.41,74,64,32,3772.74,2776,2811.26,233,27.04,29.37,29.89,161.11,162.78,160.14,1978.13,159.01,128.08,472.35,64.16,1083.67,817.72,154.21,159.16,154.3,1960,765,949,3674,132,146,22,496,158,789,1004,1828,2593,260,593,2000,1346,366,488,2056,534,135,58.09,64.52,36.4,55,47,30,3634.61,2725,2704.39,262,26.4,30.02,30.74,154.68,154.37,151.76
"CBJ",2016,"CBJ","CBJ","Team Level","4on5",82,0.13,0.11,0.13,22107,50.47,5.66,2.52,6.5,1.56,14.5,38.25,5.6,5.66,5.6,57,12,8,77,8,3,1,9,4,6,39,49,61,10,22,172,48,49,24,42,19,8,1.07,2.39,2.19,3,4,1,77,69,69,22,0.57,0.56,0.56,5.68,5.68,5.65,334.44,36.73,29.98,73.46,11.67,205.25,107.9,34.92,36.73,34.92,331,134,140,605,33,38,7,66,24,159,145,298,432,13,20,238,15,13,54,338,86,41,8.66,9.64,18.43,3,9,21,605,465,465,5,7.64,6.73,7.62,36.75,36.75,35.29
"CBJ",2016,"CBJ","CBJ","Team Level","5on4",82,0.9,0.88,0.87,20510,265.76,39.59,25.86,53.25,8.54,158.79,82.96,36.49,39.59,36.49,266,103,124,493,39,30,9,34,17,131,118,227,330,12,24,170,25,7,40,242,76,51,6.12,9.5,23.98,6,10,23,493,369,369,3,6.56,10.04,10.04,36.1,36.1,34.01,39.35,4.17,1.89,4.83,1.06,11,30.05,4.13,4.17,4.13,40,13,13,66,2,0,0,6,3,10,32,38,51,8,16,151,37,26,27,33,16,4,0.9,2.04,1.23,1,1,0,66,53,53,23,0.43,0,0,4.6,4.6,4.56
"EDM",2016,"EDM","EDM","Team Level","other",82,0.51,0.51,0.51,14865,146.3,30.14,10.37,24.41,5.06,76.91,52.11,29.06,30.14,29.06,134,65,71,270,21,8,1,19,4,73,74,113,178,11,33,121,24,23,26,106,57,36,3.76,7.55,18.83,0,7,14,270,199,199,15,3.02,2.34,2.34,30.82,30.82,30.08,137.6,28.41,10.62,24.86,4.94,75.75,46.43,24.38,28.41,24.38,142,49,71,262,24,19,4,28,10,58,52,118,167,13,27,140,40,16,36,96,54,41,3.3,6.35,18.75,4,7,13,262,191,191,18,3.16,7.55,7.67,23.89,23.89,22.81
"EDM",2016,"EDM","EDM","Team Level","all",82,0.52,0.5,0.51,299465,2528.72,250.84,175.55,572,82.46,1400.94,1022.28,242.06,251.52,242.76,2550,955,1201,4706,243,183,45,587,82,1139,1271,2307,3262,288,692,2302,2073,625,948,2531,727,247,73.93,88.23,88.68,65,94,84,4730.7,3505,3521.27,609,38.92,43.41,44.42,245.34,245.96,240.98,2399.63,235.47,167.05,547.11,78.99,1332.85,967.58,222.93,236.06,223.44,2419,911,1294,4624,207,192,38,586,96,1055,1194,2212,3123,297,709,2592,1766,602,835,2403,706,221,72.88,85.33,77.26,54,87,66,4595.42,3330,3320.42,490,37.12,45.66,46.16,226.43,226.63,220.59
"EDM",2016,"EDM","EDM","Team Level","5on5",82,0.51,0.5,0.51,241103,1980.86,167.97,130.08,471.56,63.96,1089.85,815.64,162.48,168.65,163.19,2006,734,924,3664,167,140,32,503,61,855,1014,1839,2573,253,602,1809,1946,524,811,2053,538,149,60.36,64.97,42.64,60,70,37,3688.7,2740,2756.27,546,26.91,30.73,31.88,163,163.61,161.28,1901.28,162.01,125.22,449.45,61.82,1050.6,786.96,156.53,162.6,157.04,1923,714,1029,3666,140,136,28,485,74,819,983,1783,2497,256,620,2019,1651,510,665,1967,546,124,60.08,66.67,35.27,42,66,32,3637.42,2637,2627.42,412,25.88,28.63,28.5,159.39,159.59,156.84
"EDM",2016,"EDM","EDM","Team Level","4on5",82,0.1,0.11,0.13,20836,45.18,4.22,2.12,6.01,1.37,12.87,37.41,4.16,4.22,4.16,49,15,15,79,4,2,0,9,4,14,31,45,60,12,27,169,67,52,40,47,13,4,1.46,1.53,1.23,1,2,1,79,64,64,37,0.49,0.51,0.51,4.2,4.2,4.16,314.9,40.2,29.15,66.62,10.88,193.24,100.92,37.25,40.2,37.25,310,131,188,629,38,34,5,66,11,170,122,272,403,14,31,235,21,20,77,301,88,52,8.24,10.1,21.86,6,12,20,629,441,441,7,7.59,8.86,9.35,38.44,38.44,36.23
"EDM",2016,"EDM","EDM","Team Level","5on4",82,0.91,0.91,0.89,22661,356.38,48.51,32.99,70.03,12.07,221.3,117.11,46.36,48.51,46.36,361,141,191,693,51,33,12,56,13,197,152,310,451,12,30,203,36,26,71,325,119,58,8.35,14.19,25.97,4,15,32,693,502,502,11,8.52,9.84,9.69,47.33,47.33,45.47,45.86,4.85,2.07,6.17,1.37,13.26,33.27,4.77,4.85,4.77,44,17,6,67,5,3,1,7,1,8,37,39,56,14,31,198,54,56,57,39,18,4,1.25,2.22,1.38,2,2,1,67,61,61,53,0.48,0.63,0.63,4.7,4.7,4.69
"S.J",2016,"S.J","S.J","Team Level","other",82,0.52,0.55,0.56,12907,134.25,29.92,9.7,24.37,4.89,76.94,43.16,28.8,29.92,28.8,129,60,69,258,27,10,3,24,4,71,53,102,162,4,8,105,16,21,35,93,56,40,3.22,6.81,19.89,1,8,18,258,189,189,12,2.88,3.45,3.45,29.35,29.35,28.64,109.2,27.71,7.4,18.18,3.39,54.72,34.59,25.7,27.71,25.7,100,46,61,207,23,9,2,21,3,48,42,77,123,8,18,106,26,21,32,74,29,43,2.83,3.78,21.09,2,2,19,207,146,146,17,2.19,3.63,4.02,25.88,25.88,24.18
"S.J",2016,"S.J","S.J","Team Level","all",82,0.51,0.51,0.52,297356,2479.98,236.32,176.52,579.18,85.96,1442.62,1022.41,229.11,237.92,230.72,2456,1087,1345,4888,219,183,30,641,89,1109,1302,2237,3324,248,582,2299,1539,658,1082,2609,712,222,74.17,86.79,75.35,75,75,69,4940.17,3543,3579.89,501,38.89,39.44,41.2,234.02,235.59,231.32,2344.47,223.33,161.89,530.66,76.23,1302.46,970.49,213.28,222.21,212.31,2269,997,1359,4625,200,163,36,514,57,1044,1288,2069,3066,287,642,2477,1796,517,1033,2402,662,202,68.65,81.12,73.56,61,70,69,4577.92,3266,3238.02,533,35.53,36.31,37.97,220.83,219.77,213.95
"S.J",2016,"S.J","S.J","Team Level","5on5",82,0.52,0.51,0.52,240067,1969.57,166.07,134.47,477.07,68.29,1135.54,831.57,161.55,167.68,163.14,1937,876,1070,3883,152,146,20,530,74,865,1046,1785,2661,224,531,1817,1450,566,903,2109,568,136,60.42,68.88,36.77,64,59,29,3935.17,2813,2849.89,433,27.74,29.78,30.41,163.41,164.98,162.66,1860.76,152.73,123.6,438.26,60.51,1026.51,784.48,147.23,151.61,146.27,1795,792,1117,3704,135,127,28,421,49,813,1042,1660,2452,249,565,1960,1683,422,875,1954,518,115,56.85,63.48,32.39,52,55,28,3656.92,2587,2559.02,454,25.54,26.68,27.63,150.57,149.52,147.12
"S.J",2016,"S.J","S.J","Team Level","4on5",82,0.09,0.1,0.11,21140,38.91,3.55,1.93,4.71,1.08,11,33.72,3.54,3.55,3.54,50,6,10,66,6,2,0,4,0,7,37,44,50,8,16,144,56,44,43,42,10,4,1.1,1.43,1.02,4,0,2,66,56,56,39,0.44,0.38,0.38,3.62,3.62,3.62,319.3,37.49,28.59,66.8,10.73,205.56,107.82,35.09,37.49,35.09,316,141,164,621,37,24,6,66,4,171,155,279,420,18,32,214,23,22,68,319,100,38,7.58,11.95,17.97,7,10,20,621,457,457,7,7.26,5.15,5.48,39.29,39.29,37.61
"S.J",2016,"S.J","S.J","Team Level","5on4",82,0.87,0.88,0.86,23242,337.25,36.77,30.43,73.03,11.69,219.14,113.95,35.23,36.77,35.23,340,145,196,681,34,25,7,83,11,166,166,306,451,12,27,233,17,27,101,365,78,42,9.43,9.67,17.67,6,8,20,681,485,485,17,7.83,5.83,6.96,37.63,37.63,36.4,55.23,5.39,2.31,7.42,1.6,15.66,43.62,5.27,5.39,5.27,58,18,17,93,5,3,0,6,1,12,49,53,71,12,27,197,64,52,58,55,15,6,1.38,1.9,2.11,0,3,2,93,76,76,55,0.54,0.84,0.84,5.09,5.09,5.03
"BUF",2016,"BUF","BUF","Team Level","other",82,0.45,0.5,0.49,8176,128.98,21.27,9.67,23.73,4.42,74.04,45.86,19.61,21.27,19.61,134,45,59,238,17,9,2,28,11,59,55,117,162,7,14,138,27,21,14,101,53,25,3.93,6.46,10.88,4,6,7,238,179,179,8,2.81,2.69,2.69,21.39,21.39,20.39,135.23,25.73,10.05,23.12,4.68,76.23,47.2,25.03,25.73,25.03,133,54,50,237,23,9,1,26,4,63,62,110,164,8,24,113,23,16,24,108,50,29,3.9,6.06,15.77,2,8,13,237,187,187,13,2.93,2.42,2.42,26.24,26.24,25.76
"BUF",2016,"BUF","BUF","Team Level","all",82,0.47,0.47,0.47,299091,2454.85,216.6,167.67,557.32,78.55,1358.28,1005.57,208.39,216.61,208.41,2492,892,1032,4416,199,172,37,555,86,993,1379,2293,3185,282,645,2445,1872,475,626,2500,701,183,69.55,84.34,62.71,63,79,57,4403.7,3384,3373.99,358,37.08,40.09,40.27,213.4,213.29,208.87,2725.52,244.98,188.82,627.37,89.08,1557.9,1111,236.47,245.74,237.26,2816,1005,1121,4942,231,197,46,615,102,1176,1500,2585,3590,290,654,2484,1530,429,687,2896,711,214,82.45,85.32,77.21,65,81,85,4964.1,3821,3839.44,372,41.58,45.67,46.76,239.73,240.71,235.57
"BUF",2016,"BUF","BUF","Team Level","5on5",82,0.48,0.47,0.47,245962,1945.46,149.68,125.95,455.78,61.35,1064.95,817.27,145.63,149.69,145.64,1965,710,811,3486,126,120,21,463,68,770,1128,1839,2549,253,581,1868,1774,403,526,2038,533,104,56.64,64.41,28.63,49,56,21,3473.7,2675,2664.99,315,25.99,25.68,25.82,149.85,149.74,147.58,2121.53,164.24,138.08,511.39,68.83,1205.06,890.53,159.62,165,160.41,2189,791,918,3898,156,147,30,511,72,881,1213,2033,2824,259,581,2009,1443,366,567,2317,540,123,65.44,64.7,34.11,57,61,38,3920.1,2980,2998.44,313,28.38,31.64,31.97,160.59,161.56,159.26
"BUF",2016,"BUF","BUF","Team Level","4on5",82,0.06,0.08,0.09,23085,39.39,3.4,1.74,5.03,1.08,10.84,32.9,3.31,3.4,3.31,44,11,12,67,3,1,0,2,1,9,39,41,52,12,27,199,45,41,27,42,8,5,0.86,1,1.54,1,2,0,67,55,55,19,0.41,0.25,0.25,3.56,3.56,3.55,416.62,50.34,38.08,86.19,14.12,260.71,132.56,47.19,50.34,47.19,431,151,146,728,48,40,15,73,23,213,185,383,534,15,33,199,15,11,62,420,104,58,11.7,12.36,26.29,6,10,32,728,582,582,19,9.66,11.44,12.19,47.8,47.8,45.48
"BUF",2016,"BUF","BUF","Team Level","5on4",82,0.9,0.89,0.87,21868,341.01,42.25,30.29,72.78,11.7,208.45,109.55,39.84,42.25,39.84,349,126,150,625,53,42,14,62,6,155,157,296,422,10,23,240,26,10,59,319,107,49,8.13,12.46,21.66,9,15,29,625,475,475,16,7.87,11.47,11.51,38.6,38.6,37.35,52.14,4.67,2.61,6.67,1.45,15.89,40.72,4.63,4.67,4.63,63,9,7,79,4,1,0,5,3,19,40,59,68,8,16,163,49,36,34,51,17,4,1.42,2.21,1.03,0,2,2,79,72,72,27,0.61,0.18,0.18,5.1,5.1,5.08
"ARI",2016,"ARI","ARI","Team Level","other",82,0.46,0.47,0.46,16844,132.41,23.12,9.36,24.53,4.52,70.14,48.32,20.1,23.12,20.1,119,61,63,243,19,14,3,17,3,70,58,100,161,14,29,119,45,17,20,105,43,32,4.06,5.24,13.82,6,4,9,243,180,180,7,2.74,4.61,4.76,21.11,21.11,20.37,154.49,26.99,11.19,28.45,5.18,82.56,58.62,25.59,26.99,25.59,158,55,61,274,28,16,2,29,3,60,77,130,185,11,33,130,26,24,21,121,56,36,4.88,6.53,15.59,5,9,14,274,213,213,8,3.28,4.81,4.81,25.47,25.47,24.77
"ARI",2016,"ARI","ARI","Team Level","all",82,0.43,0.45,0.44,299147,2326.24,201.94,156.13,537.45,75.53,1278.39,978.56,191.99,201.14,191.24,2281,947,1057,4285,191,186,37,582,71,929,1270,2090,3037,319,705,2412,2098,403,607,2440,612,176,65.64,75.19,61.12,63,72,56,4234.6,3228,3196.75,344,34.35,38.88,39.88,196.41,195.66,191.7,2890.78,269.86,203.12,654.82,95.16,1627.4,1186.63,257.37,271.73,259.22,2797,1240,1215,5252,258,251,39,712,116,1288,1412,2539,3779,287,654,2613,1594,461,589,3023,761,253,89.17,91.98,88.72,87,87,84,5313.28,4037,4084.73,295,44.89,53.73,54.72,260.03,261.93,254.75
"ARI",2016,"ARI","ARI","Team Level","5on5",82,0.42,0.45,0.44,237567,1848.44,136.63,118.12,447.44,60.01,1014.66,788.14,131.98,135.83,131.23,1815,750,849,3414,133,146,26,498,58,709,1021,1682,2432,275,613,1915,1956,327,478,2003,461,101,52.52,56.38,27.73,48,55,30,3363.6,2565,2533.75,300,24.32,28,28.22,132.73,131.98,130.44,2293.52,186.42,155.24,541.41,75.87,1288.95,957.1,179.13,188.28,180.97,2224,981,961,4166,169,188,28,609,92,1011,1136,2055,3036,242,550,2056,1486,384,492,2467,590,148,73.64,71.71,41.06,73,58,38,4227.28,3205,3252.73,258,32.11,38.1,39.4,179.12,181.02,177.35
"ARI",2016,"ARI","ARI","Team Level","4on5",82,0.13,0.12,0.14,23292,62.38,8,3.33,8.08,1.77,16.71,49.11,7.91,8,7.91,69,18,15,102,7,3,2,7,4,17,49,62,80,11,22,179,66,43,35,55,23,9,1.16,3.39,3.45,2,2,3,102,87,87,32,0.78,0.59,1.22,7.56,7.56,7.55,389.63,52.09,34.22,78.45,12.68,240.65,126.92,48.3,52.09,48.3,358,187,184,729,55,47,9,68,19,204,152,303,490,19,38,233,26,18,53,377,105,63,9.09,12.42,30.58,7,17,31,729,545,545,10,8.93,10.83,10.51,50.5,50.5,47.7
"ARI",2016,"ARI","ARI","Team Level","5on4",82,0.89,0.86,0.84,21444,283,34.19,25.32,57.4,9.23,176.87,92.99,31.99,34.19,31.99,278,118,130,526,32,23,6,60,6,133,142,246,364,19,41,199,31,16,74,277,85,34,7.89,10.17,16.13,7,11,14,526,396,396,5,6.51,5.68,5.68,35.01,35.01,33.35,53.13,4.37,2.47,6.51,1.43,15.23,43.99,4.36,4.37,4.36,57,17,9,83,6,0,0,6,2,13,47,51,68,15,33,194,56,35,23,58,10,6,1.56,1.32,1.5,2,3,1,83,74,74,19,0.57,0,0,4.94,4.94,4.93
"VAN",2016,"VAN","VAN","Team Level","other",82,0.39,0.52,0.48,7442,114.61,19.25,8.88,19.53,3.66,66.61,39.07,18.1,19.25,18.1,116,41,63,220,18,5,0,21,2,54,57,98,139,8,22,96,24,17,27,79,51,27,2.91,6.09,10.25,5,6,7,220,157,157,17,2.71,1.93,1.93,20.02,20.02,19.2,118.1,30.33,8.26,18.67,3.88,63.27,42.58,29.33,30.33,29.33,111,56,37,204,29,3,1,25,1,59,50,82,138,10,24,95,17,15,22,84,44,39,3.72,5.44,21.17,5,7,17,204,167,167,10,2.36,1.74,2.47,30.22,30.22,29.31
